station_code,datetime_UTC,t_out,rh_out,dew_point,wind_s,lat,long,time_zone
724950-23254,2023-03-25T00:00:00Z,13.3,49.26240714469433,2.8,8.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T01:00:00Z,11.7,56.657716898377394,3.3,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T02:00:00Z,10,63.3996529605781,3.3,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T03:00:00Z,8.9,63.15480963565365,2.2,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T04:00:00Z,8.9,65.8802637067321,2.8,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T05:00:00Z,8.3,63.46836210015604,1.7,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T06:00:00Z,7.8,65.64586697600234,1.7,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T07:00:00Z,7.2,68.36789352287121,1.7,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T08:00:00Z,7.2,68.36789352287121,1.7,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T09:00:00Z,7.2,68.36789352287121,1.7,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T10:00:00Z,6.7,70.73112468904054,1.7,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T11:00:00Z,6.1,73.68624099501271,1.7,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T12:00:00Z,5.6,73.07701202629224,1.1,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T13:00:00Z,5.6,73.07701202629224,1.1,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T14:00:00Z,4.4,82.82220808751684,1.7,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T15:00:00Z,7.2,68.36789352287121,1.7,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T16:00:00Z,8.9,58.41347095401795,1.1,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T17:00:00Z,10.6,44.49695963406769,-1.1,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T18:00:00Z,11.7,42.90016783220986,-0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T19:00:00Z,13.3,40.337267012205416,0,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T20:00:00Z,14.4,34.663739970561835,-1.1,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T21:00:00Z,14.4,34.663739970561835,-1.1,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T22:00:00Z,15.6,30.693574856200378,-1.7,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-25T23:00:00Z,15.6,36.28845421386611,0.6,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T00:00:00Z,14.4,37.550533183813684,0,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T01:00:00Z,12.2,50.7383866352807,2.2,7.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T02:00:00Z,10.6,58.82364543739246,2.8,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T03:00:00Z,10,58.679776669746055,2.2,8.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T04:00:00Z,8.9,60.959487596627085,1.7,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T05:00:00Z,8.9,58.41347095401795,1.1,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T06:00:00Z,7.8,65.64586697600234,1.7,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T07:00:00Z,7.2,65.51667640142207,1.1,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T08:00:00Z,7.2,63.22069960867746,0.6,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T09:00:00Z,6.1,65.27733281508033,0,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T10:00:00Z,5.6,70.51967405017186,0.6,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T11:00:00Z,5.6,70.51967405017186,0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T12:00:00Z,4.4,73.38417079613144,0,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T13:00:00Z,2.8,82.03453135980865,0,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T14:00:00Z,3.3,82.68629457000681,0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T15:00:00Z,6.7,65.4082866530519,0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T16:00:00Z,8.3,58.68553902320901,0.6,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T17:00:00Z,10.6,42.58921895934476,-1.7,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T18:00:00Z,11.1,37.99183621231976,-2.8,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T19:00:00Z,12.2,35.32406501388443,-2.8,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T20:00:00Z,13.3,35.63877744406504,-1.7,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T21:00:00Z,14.4,31.97303319917846,-2.2,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T22:00:00Z,15,28.34056318500391,-3.3,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-26T23:00:00Z,15,29.415471890854842,-2.8,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T00:00:00Z,14.4,29.4668836812101,-3.3,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T01:00:00Z,12.8,41.678334220653845,0,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T02:00:00Z,11.1,44.63702516338812,-0.6,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T03:00:00Z,10,50.153456321939146,0,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T04:00:00Z,8.3,56.21211625107381,0,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T05:00:00Z,8.3,51.91356124150205,-1.1,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T06:00:00Z,6.7,62.655386818624926,0,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T07:00:00Z,5.6,67.55450598246912,0,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T08:00:00Z,5,67.42872788073048,-0.6,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T09:00:00Z,4.4,70.28553113375658,-0.6,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T10:00:00Z,3.9,72.76795169747302,-0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T11:00:00Z,3.3,75.87486372220854,-0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T12:00:00Z,3.3,79.21654159415274,0,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T13:00:00Z,2.8,82.03453135980865,0,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T14:00:00Z,4.4,79.37656878936397,1.1,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T15:00:00Z,6.7,70.73112468904054,1.7,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T16:00:00Z,8.9,58.41347095401795,1.1,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T17:00:00Z,11.7,46.78186981585993,0.6,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T18:00:00Z,13.3,38.62059160383036,-0.6,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T19:00:00Z,15,45.707586512070506,3.3,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T20:00:00Z,16.7,39.57053411213658,2.8,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T21:00:00Z,16.1,38.026417553977176,1.7,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T22:00:00Z,16.7,37.92243068974306,2.2,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-27T23:00:00Z,16.7,35.05634703241023,1.1,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T00:00:00Z,13.9,38.79013344306418,0,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T01:00:00Z,13.3,43.65853895328776,1.1,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T02:00:00Z,11.7,52.433681624073145,2.2,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T03:00:00Z,10.6,58.82364543739246,2.8,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T04:00:00Z,10.6,60.92446151977337,3.3,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T05:00:00Z,10,66.11153897318981,3.9,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T06:00:00Z,10.6,60.92446151977337,3.3,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T07:00:00Z,10.6,60.92446151977337,3.3,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T08:00:00Z,10.6,54.42360153970838,1.7,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T09:00:00Z,11.1,44.63702516338812,-0.6,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T10:00:00Z,11.1,46.617096168695795,0,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T11:00:00Z,11.7,41.36790862749639,-1.1,8.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T12:00:00Z,11.7,38.164428926573116,-2.2,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T13:00:00Z,12.2,31.34757702768316,-4.4,8.8,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T14:00:00Z,11.1,46.617096168695795,0,9.8,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T15:00:00Z,10,61.21461662549795,2.8,10.3,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T16:00:00Z,11.1,58.942796009098416,3.3,11.3,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T17:00:00Z,10,80.15465334659592,6.7,11.3,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T18:00:00Z,10.8,82.4580126895612,7.9,5.65,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T19:00:00Z,8.2,91.04486672851255,6.8,5.56,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T20:00:00Z,8.1,92.238303962373,6.9,4.86,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T21:00:00Z,8.033333333333333,92.0328177215894,6.8,2.066666666666667,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T22:00:00Z,8.9,81.3982271640748,5.85,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-28T23:00:00Z,9.4,77.38074489403472,5.6,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T00:00:00Z,10.6,71.45724265866274,5.6,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T01:00:00Z,10,71.34785997034247,5,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T02:00:00Z,9.4,71.23764510841868,4.4,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T03:00:00Z,7.8,80.42326205438675,4.6000000000000005,3.0666666666666664,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T04:00:00Z,7.8,82.65847744546699,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T05:00:00Z,7.2,86.07555282815127,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T06:00:00Z,6.7,89.04193059710647,5,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T07:00:00Z,7.2,86.07555282815127,5,3.35,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T08:00:00Z,6.95,87.55874171262887,5,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T09:00:00Z,7.8,82.65847744546699,5,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T10:00:00Z,7.8,82.65847744546699,5,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T11:00:00Z,7.8,82.65847744546699,5,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T12:00:00Z,8.3,83.28740523281827,5.6,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T13:00:00Z,7.6,88.31893180636523,5.766666666666667,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T14:00:00Z,7.8,89.12855530227468,6.1,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T15:00:00Z,7.8,92.84108274134037,6.7,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T16:00:00Z,9.2,85.42151435954361,6.85,3.5999999999999996,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T17:00:00Z,10,80.15465334659592,6.7,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T18:00:00Z,10.3,78.59466558509286,6.7,4.85,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T19:00:00Z,9.4,83.41410709728494,6.7,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T20:00:00Z,8.600000000000001,87.43308966776416,6.6,2.166666666666667,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T21:00:00Z,7.625,91.12340288615485,6.25,3.75,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T22:00:00Z,8.9,82.78999218224729,6.1,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-29T23:00:00Z,9.4,77.38074489403472,5.6,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T00:00:00Z,9.15,80.08536853814101,5.85,2.3,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T01:00:00Z,8.3,89.77498861210576,6.7,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T02:00:00Z,8.166666666666668,90.30533378433084,6.65,3.35,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T03:00:00Z,7.9,88.23404262087696,6.05,3.35,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T04:00:00Z,7.1,93.12188361676931,6.05,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T05:00:00Z,7.2,90.47254698145261,5.725,3.35,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T06:00:00Z,7.12,89.22915789647112,5.4399999999999995,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T07:00:00Z,7.2,89.69355948298085,5.6,2.85,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T08:00:00Z,7.133333333333334,90.94045890754413,5.733333333333333,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T09:00:00Z,7.2,89.69355948298085,5.6,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T10:00:00Z,7.1,91.56390861982577,5.8,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T11:00:00Z,6.95,91.23827224102365,5.6,0.75,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T12:00:00Z,6.266666666666667,96.47624030398266,5.733333333333333,1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T13:00:00Z,6.1,92.75089629356397,5,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T14:00:00Z,6.7,92.78298499906647,5.6,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T15:00:00Z,8.3,83.28740523281827,5.6,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T16:00:00Z,9.4,74.25362478639391,5,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T17:00:00Z,10.64,69.59164906566646,5.24,1.6400000000000001,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T18:00:00Z,11.7,61.17655638373372,4.4,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T19:00:00Z,12.8,56.925648064043656,4.4,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T20:00:00Z,13.3,53.215052519980354,3.9,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T21:00:00Z,13.9,52.996960513696756,4.4,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T22:00:00Z,13.9,55.24962625565008,5,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-30T23:00:00Z,14.4,57.70422923880748,6.1,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T00:00:00Z,13.3,57.44246588929841,5,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T01:00:00Z,11.7,63.77184511752508,5,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T02:00:00Z,11.1,66.33975334531425,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T03:00:00Z,10,71.34785997034247,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T04:00:00Z,8.9,76.77459152935147,5,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T05:00:00Z,8.9,76.77459152935147,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T06:00:00Z,7.8,82.65847744546699,5,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T07:00:00Z,7.8,82.65847744546699,5,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T08:00:00Z,7.8,82.65847744546699,5,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T09:00:00Z,7.2,86.07555282815127,5,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T10:00:00Z,6.1,88.994097058372,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T11:00:00Z,5,95.95333741531134,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T12:00:00Z,5,92.69132016028703,3.9,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T13:00:00Z,5,92.69132016028703,3.9,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T14:00:00Z,6.7,89.04193059710647,5,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T15:00:00Z,8.9,80.00646214590232,5.6,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T16:00:00Z,11.1,69.13776111040309,5.6,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T17:00:00Z,12.8,61.84959842283223,5.6,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T18:00:00Z,13.9,64.24264049166443,7.2,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T19:00:00Z,13.9,59.5978629966533,6.1,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T20:00:00Z,14.4,53.492406114453715,5,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T21:00:00Z,14.4,53.492406114453715,5,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T22:00:00Z,16.1,44.423862998782425,3.9,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-03-31T23:00:00Z,15,44.125483013938265,2.8,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T00:00:00Z,14.4,45.86808045898365,2.8,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T01:00:00Z,13.3,49.26240714469433,2.8,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T02:00:00Z,11.1,58.942796009098416,3.3,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T03:00:00Z,10.6,65.77876578588815,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T04:00:00Z,9.4,71.23764510841868,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T05:00:00Z,8.9,73.65753568913728,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T06:00:00Z,7.2,82.58589420403099,4.4,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T07:00:00Z,6.7,82.5249439596351,3.9,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T08:00:00Z,6.1,85.9658344352998,3.9,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T09:00:00Z,5.6,85.31870588286222,3.3,0,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T10:00:00Z,5,88.90531020056504,3.3,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T11:00:00Z,5,85.85437683081882,2.8,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T12:00:00Z,4.4,89.48031824257603,2.8,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T13:00:00Z,4.4,85.79283389769012,2.2,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T14:00:00Z,6.1,82.45124000439833,3.3,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T15:00:00Z,8.9,73.65753568913728,4.4,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T16:00:00Z,11.7,61.17655638373372,4.4,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T17:00:00Z,13.9,52.996960513696756,4.4,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T18:00:00Z,15,53.642369257672264,5.6,NA,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T19:00:00Z,15.6,51.61721933701921,5.6,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T20:00:00Z,16.7,55.92825213399679,7.8,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T21:00:00Z,16.7,57.85033237521105,8.3,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T22:00:00Z,17.2,54.184406083493556,7.8,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-01T23:00:00Z,17.2,56.04735597707435,8.3,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T00:00:00Z,16.7,57.85033237521105,8.3,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T01:00:00Z,14.4,64.78456091676979,7.8,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T02:00:00Z,13.3,69.55595182561225,7.8,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T03:00:00Z,12.2,74.71635181771758,7.8,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T04:00:00Z,11.7,77.19990663828392,7.8,2.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T05:00:00Z,11.7,79.84167991388375,8.3,3.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T06:00:00Z,11.7,79.84167991388375,8.3,1.5,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T07:00:00Z,12.2,80.4445699817455,8.9,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T08:00:00Z,11.55,95.21786202715234,10.8,2.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T09:00:00Z,10.8,89.9864838984206,9.2,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T10:00:00Z,10.6,85.82659494075725,8.3,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T11:00:00Z,10,86.34726033496514,7.8,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T12:00:00Z,10,83.25095684078053,7.25,3.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T13:00:00Z,8.9,80.00646214590232,5.6,4.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T14:00:00Z,8.9,76.77459152935147,5,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T15:00:00Z,10,71.34785997034247,5,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T16:00:00Z,11.1,58.942796009098416,3.3,5.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T17:00:00Z,12.8,54.977497698764445,3.9,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T18:00:00Z,13.9,49.07507250373152,3.3,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T19:00:00Z,15,47.67145299240878,3.9,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T20:00:00Z,15,55.518611603512426,6.1,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T21:00:00Z,15,49.36400901683528,4.4,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T22:00:00Z,15,49.36400901683528,4.4,7.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-02T23:00:00Z,13.9,49.07507250373152,3.3,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T00:00:00Z,13.9,51.181552156522905,3.9,9.3,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T01:00:00Z,12.2,57.17755292062979,3.9,7.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T02:00:00Z,11.1,66.33975334531425,5,7.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T03:00:00Z,10,68.44843265475234,4.4,5.1,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T04:00:00Z,9.4,68.80676986022837,3.9,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T05:00:00Z,8.9,71.14515692324511,3.9,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T06:00:00Z,8.3,68.58884295029924,2.8,4.6,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T07:00:00Z,8.3,63.46836210015604,1.7,8.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T08:00:00Z,7.8,62.90674165417186,1.1,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T09:00:00Z,7.2,63.22069960867746,0.6,9.8,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T10:00:00Z,7.2,60.558703915050685,0,7.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T11:00:00Z,6.7,62.655386818624926,0,6.7,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T12:00:00Z,6.1,62.51687608241585,-0.6,6.2,37.978,-122.0311,America/Los_Angeles
724950-23254,2023-04-03T13:00:00Z,5,67.42872788073048,-0.6,4.1,37.978,-122.0311,America/Los_Angeles
