air_temp,dni,ghi,period_end,period
12,0,0,2023-04-02T05:45:00Z,PT15M
12,0,0,2023-04-02T06:00:00Z,PT15M
12,0,0,2023-04-02T06:15:00Z,PT15M
12,0,0,2023-04-02T06:30:00Z,PT15M
12,0,0,2023-04-02T06:45:00Z,PT15M
12,0,0,2023-04-02T07:00:00Z,PT15M
12,0,0,2023-04-02T07:15:00Z,PT15M
12,0,0,2023-04-02T07:30:00Z,PT15M
12,0,0,2023-04-02T07:45:00Z,PT15M
12,0,0,2023-04-02T08:00:00Z,PT15M
12,0,0,2023-04-02T08:15:00Z,PT15M
12,0,0,2023-04-02T08:30:00Z,PT15M
12,0,0,2023-04-02T08:45:00Z,PT15M
12,0,0,2023-04-02T09:00:00Z,PT15M
12,0,0,2023-04-02T09:15:00Z,PT15M
11,0,0,2023-04-02T09:30:00Z,PT15M
11,0,0,2023-04-02T09:45:00Z,PT15M
11,0,0,2023-04-02T10:00:00Z,PT15M
11,0,0,2023-04-02T10:15:00Z,PT15M
10,0,0,2023-04-02T10:30:00Z,PT15M
10,0,0,2023-04-02T10:45:00Z,PT15M
10,0,0,2023-04-02T11:00:00Z,PT15M
10,0,0,2023-04-02T11:15:00Z,PT15M
10,0,0,2023-04-02T11:30:00Z,PT15M
10,0,0,2023-04-02T11:45:00Z,PT15M
10,0,0,2023-04-02T12:00:00Z,PT15M
10,0,0,2023-04-02T12:15:00Z,PT15M
9,0,0,2023-04-02T12:30:00Z,PT15M
9,0,0,2023-04-02T12:45:00Z,PT15M
9,0,0,2023-04-02T13:00:00Z,PT15M
9,0,0,2023-04-02T13:15:00Z,PT15M
9,0,0,2023-04-02T13:30:00Z,PT15M
9,0,0,2023-04-02T13:45:00Z,PT15M
9,0,0,2023-04-02T14:00:00Z,PT15M
9,54,14,2023-04-02T14:15:00Z,PT15M
9,287,50,2023-04-02T14:30:00Z,PT15M
9,453,94,2023-04-02T14:45:00Z,PT15M
9,550,143,2023-04-02T15:00:00Z,PT15M
10,625,194,2023-04-02T15:15:00Z,PT15M
10,521,228,2023-04-02T15:30:00Z,PT15M
10,486,268,2023-04-02T15:45:00Z,PT15M
11,690,341,2023-04-02T16:00:00Z,PT15M
11,802,406,2023-04-02T16:15:00Z,PT15M
11,666,428,2023-04-02T16:30:00Z,PT15M
11,592,455,2023-04-02T16:45:00Z,PT15M
12,602,497,2023-04-02T17:00:00Z,PT15M
12,620,538,2023-04-02T17:15:00Z,PT15M
12,611,571,2023-04-02T17:30:00Z,PT15M
12,665,619,2023-04-02T17:45:00Z,PT15M
13,686,657,2023-04-02T18:00:00Z,PT15M
13,756,706,2023-04-02T18:15:00Z,PT15M
13,803,746,2023-04-02T18:30:00Z,PT15M
13,743,752,2023-04-02T18:45:00Z,PT15M
13,817,794,2023-04-02T19:00:00Z,PT15M
14,813,810,2023-04-02T19:15:00Z,PT15M
14,936,862,2023-04-02T19:30:00Z,PT15M
14,746,812,2023-04-02T19:45:00Z,PT15M
14,594,768,2023-04-02T20:00:00Z,PT15M
14,541,752,2023-04-02T20:15:00Z,PT15M
14,647,789,2023-04-02T20:30:00Z,PT15M
14,883,861,2023-04-02T20:45:00Z,PT15M
14,882,853,2023-04-02T21:00:00Z,PT15M
14,940,859,2023-04-02T21:15:00Z,PT15M
14,936,842,2023-04-02T21:30:00Z,PT15M
14,670,743,2023-04-02T21:45:00Z,PT15M
14,601,701,2023-04-02T22:00:00Z,PT15M
14,583,672,2023-04-02T22:15:00Z,PT15M
14,801,708,2023-04-02T22:30:00Z,PT15M
14,778,672,2023-04-02T22:45:00Z,PT15M
14,823,650,2023-04-02T23:00:00Z,PT15M
14,875,626,2023-04-02T23:15:00Z,PT15M
13,686,544,2023-04-02T23:30:00Z,PT15M
13,499,463,2023-04-02T23:45:00Z,PT15M
13,520,430,2023-04-03T00:00:00Z,PT15M
13,626,408,2023-04-03T00:15:00Z,PT15M
13,760,388,2023-04-03T00:30:00Z,PT15M
13,483,300,2023-04-03T00:45:00Z,PT15M
13,381,243,2023-04-03T01:00:00Z,PT15M
13,219,181,2023-04-03T01:15:00Z,PT15M
12,363,160,2023-04-03T01:30:00Z,PT15M
12,141,102,2023-04-03T01:45:00Z,PT15M
12,73,63,2023-04-03T02:00:00Z,PT15M
12,46,33,2023-04-03T02:15:00Z,PT15M
11,16,8,2023-04-03T02:30:00Z,PT15M
11,0,0,2023-04-03T02:45:00Z,PT15M
11,0,0,2023-04-03T03:00:00Z,PT15M
11,0,0,2023-04-03T03:15:00Z,PT15M
10,0,0,2023-04-03T03:30:00Z,PT15M
10,0,0,2023-04-03T03:45:00Z,PT15M
10,0,0,2023-04-03T04:00:00Z,PT15M
10,0,0,2023-04-03T04:15:00Z,PT15M
10,0,0,2023-04-03T04:30:00Z,PT15M
10,0,0,2023-04-03T04:45:00Z,PT15M
10,0,0,2023-04-03T05:00:00Z,PT15M
10,0,0,2023-04-03T05:15:00Z,PT15M
10,0,0,2023-04-03T05:30:00Z,PT15M
10,0,0,2023-04-03T05:45:00Z,PT15M
9,0,0,2023-04-03T06:00:00Z,PT15M
9,0,0,2023-04-03T06:15:00Z,PT15M
9,0,0,2023-04-03T06:30:00Z,PT15M
9,0,0,2023-04-03T06:45:00Z,PT15M
9,0,0,2023-04-03T07:00:00Z,PT15M
9,0,0,2023-04-03T07:15:00Z,PT15M
9,0,0,2023-04-03T07:30:00Z,PT15M
9,0,0,2023-04-03T07:45:00Z,PT15M
9,0,0,2023-04-03T08:00:00Z,PT15M
8,0,0,2023-04-03T08:15:00Z,PT15M
8,0,0,2023-04-03T08:30:00Z,PT15M
8,0,0,2023-04-03T08:45:00Z,PT15M
8,0,0,2023-04-03T09:00:00Z,PT15M
8,0,0,2023-04-03T09:15:00Z,PT15M
8,0,0,2023-04-03T09:30:00Z,PT15M
7,0,0,2023-04-03T09:45:00Z,PT15M
7,0,0,2023-04-03T10:00:00Z,PT15M
7,0,0,2023-04-03T10:15:00Z,PT15M
7,0,0,2023-04-03T10:30:00Z,PT15M
6,0,0,2023-04-03T10:45:00Z,PT15M
6,0,0,2023-04-03T11:00:00Z,PT15M
6,0,0,2023-04-03T11:15:00Z,PT15M
6,0,0,2023-04-03T11:30:00Z,PT15M
6,0,0,2023-04-03T11:45:00Z,PT15M
6,0,0,2023-04-03T12:00:00Z,PT15M
6,0,0,2023-04-03T12:15:00Z,PT15M
6,0,0,2023-04-03T12:30:00Z,PT15M
6,0,0,2023-04-03T12:45:00Z,PT15M
6,0,0,2023-04-03T13:00:00Z,PT15M
6,0,0,2023-04-03T13:15:00Z,PT15M
6,0,0,2023-04-03T13:30:00Z,PT15M
6,0,0,2023-04-03T13:45:00Z,PT15M
6,0,0,2023-04-03T14:00:00Z,PT15M
6,81,18,2023-04-03T14:15:00Z,PT15M
6,349,57,2023-04-03T14:30:00Z,PT15M
7,510,104,2023-04-03T14:45:00Z,PT15M
7,611,156,2023-04-03T15:00:00Z,PT15M
7,687,210,2023-04-03T15:15:00Z,PT15M
8,746,266,2023-04-03T15:30:00Z,PT15M
8,792,321,2023-04-03T15:45:00Z,PT15M
8,828,376,2023-04-03T16:00:00Z,PT15M
9,858,429,2023-04-03T16:15:00Z,PT15M
9,883,482,2023-04-03T16:30:00Z,PT15M
9,904,533,2023-04-03T16:45:00Z,PT15M
10,922,581,2023-04-03T17:00:00Z,PT15M
10,937,628,2023-04-03T17:15:00Z,PT15M
10,950,671,2023-04-03T17:30:00Z,PT15M
11,959,711,2023-04-03T17:45:00Z,PT15M
11,964,748,2023-04-03T18:00:00Z,PT15M
11,967,781,2023-04-03T18:15:00Z,PT15M
12,970,811,2023-04-03T18:30:00Z,PT15M
12,973,837,2023-04-03T18:45:00Z,PT15M
12,977,860,2023-04-03T19:00:00Z,PT15M
12,981,879,2023-04-03T19:15:00Z,PT15M
12,983,894,2023-04-03T19:30:00Z,PT15M
13,984,905,2023-04-03T19:45:00Z,PT15M
13,984,911,2023-04-03T20:00:00Z,PT15M
13,984,914,2023-04-03T20:15:00Z,PT15M
13,983,913,2023-04-03T20:30:00Z,PT15M
13,916,887,2023-04-03T20:45:00Z,PT15M
13,664,798,2023-04-03T21:00:00Z,PT15M
14,678,792,2023-04-03T21:15:00Z,PT15M
14,649,769,2023-04-03T21:30:00Z,PT15M
14,524,709,2023-04-03T21:45:00Z,PT15M
14,714,751,2023-04-03T22:00:00Z,PT15M
14,941,793,2023-04-03T22:15:00Z,PT15M
14,885,748,2023-04-03T22:30:00Z,PT15M
14,917,724,2023-04-03T22:45:00Z,PT15M
14,902,685,2023-04-03T23:00:00Z,PT15M
14,886,643,2023-04-03T23:15:00Z,PT15M
13,867,598,2023-04-03T23:30:00Z,PT15M
13,845,551,2023-04-03T23:45:00Z,PT15M
13,819,501,2023-04-04T00:00:00Z,PT15M
13,789,449,2023-04-04T00:15:00Z,PT15M
13,755,397,2023-04-04T00:30:00Z,PT15M
12,715,343,2023-04-04T00:45:00Z,PT15M
12,667,289,2023-04-04T01:00:00Z,PT15M
12,609,235,2023-04-04T01:15:00Z,PT15M
12,537,181,2023-04-04T01:30:00Z,PT15M
11,446,130,2023-04-04T01:45:00Z,PT15M
11,330,81,2023-04-04T02:00:00Z,PT15M
11,156,40,2023-04-04T02:15:00Z,PT15M
10,13,9,2023-04-04T02:30:00Z,PT15M
10,0,0,2023-04-04T02:45:00Z,PT15M
9,0,0,2023-04-04T03:00:00Z,PT15M
9,0,0,2023-04-04T03:15:00Z,PT15M
9,0,0,2023-04-04T03:30:00Z,PT15M
9,0,0,2023-04-04T03:45:00Z,PT15M
9,0,0,2023-04-04T04:00:00Z,PT15M
9,0,0,2023-04-04T04:15:00Z,PT15M
9,0,0,2023-04-04T04:30:00Z,PT15M
8,0,0,2023-04-04T04:45:00Z,PT15M
8,0,0,2023-04-04T05:00:00Z,PT15M
8,0,0,2023-04-04T05:15:00Z,PT15M
8,0,0,2023-04-04T05:30:00Z,PT15M
8,0,0,2023-04-04T05:45:00Z,PT15M
8,0,0,2023-04-04T06:00:00Z,PT15M
8,0,0,2023-04-04T06:15:00Z,PT15M
8,0,0,2023-04-04T06:30:00Z,PT15M
7,0,0,2023-04-04T06:45:00Z,PT15M
7,0,0,2023-04-04T07:00:00Z,PT15M
7,0,0,2023-04-04T07:15:00Z,PT15M
7,0,0,2023-04-04T07:30:00Z,PT15M
7,0,0,2023-04-04T07:45:00Z,PT15M
7,0,0,2023-04-04T08:00:00Z,PT15M
7,0,0,2023-04-04T08:15:00Z,PT15M
7,0,0,2023-04-04T08:30:00Z,PT15M
6,0,0,2023-04-04T08:45:00Z,PT15M
6,0,0,2023-04-04T09:00:00Z,PT15M
6,0,0,2023-04-04T09:15:00Z,PT15M
6,0,0,2023-04-04T09:30:00Z,PT15M
5,0,0,2023-04-04T09:45:00Z,PT15M
5,0,0,2023-04-04T10:00:00Z,PT15M
5,0,0,2023-04-04T10:15:00Z,PT15M
4,0,0,2023-04-04T10:30:00Z,PT15M
4,0,0,2023-04-04T10:45:00Z,PT15M
4,0,0,2023-04-04T11:00:00Z,PT15M
4,0,0,2023-04-04T11:15:00Z,PT15M
4,0,0,2023-04-04T11:30:00Z,PT15M
4,0,0,2023-04-04T11:45:00Z,PT15M
4,0,0,2023-04-04T12:00:00Z,PT15M
4,0,0,2023-04-04T12:15:00Z,PT15M
4,0,0,2023-04-04T12:30:00Z,PT15M
4,0,0,2023-04-04T12:45:00Z,PT15M
4,0,0,2023-04-04T13:00:00Z,PT15M
4,0,0,2023-04-04T13:15:00Z,PT15M
4,0,0,2023-04-04T13:30:00Z,PT15M
4,0,0,2023-04-04T13:45:00Z,PT15M
3,1,0,2023-04-04T14:00:00Z,PT15M
4,82,20,2023-04-04T14:15:00Z,PT15M
4,324,59,2023-04-04T14:30:00Z,PT15M
5,468,105,2023-04-04T14:45:00Z,PT15M
5,563,155,2023-04-04T15:00:00Z,PT15M
6,636,208,2023-04-04T15:15:00Z,PT15M
6,694,262,2023-04-04T15:30:00Z,PT15M
7,740,316,2023-04-04T15:45:00Z,PT15M
7,778,369,2023-04-04T16:00:00Z,PT15M
8,809,422,2023-04-04T16:15:00Z,PT15M
8,836,473,2023-04-04T16:30:00Z,PT15M
9,859,523,2023-04-04T16:45:00Z,PT15M
9,881,572,2023-04-04T17:00:00Z,PT15M
9,899,617,2023-04-04T17:15:00Z,PT15M
10,915,661,2023-04-04T17:30:00Z,PT15M
10,927,701,2023-04-04T17:45:00Z,PT15M
10,935,737,2023-04-04T18:00:00Z,PT15M
11,942,771,2023-04-04T18:15:00Z,PT15M
11,947,801,2023-04-04T18:30:00Z,PT15M
11,952,827,2023-04-04T18:45:00Z,PT15M
12,958,850,2023-04-04T19:00:00Z,PT15M
12,962,870,2023-04-04T19:15:00Z,PT15M
12,965,885,2023-04-04T19:30:00Z,PT15M
12,966,896,2023-04-04T19:45:00Z,PT15M
12,965,903,2023-04-04T20:00:00Z,PT15M
13,964,905,2023-04-04T20:15:00Z,PT15M
13,961,904,2023-04-04T20:30:00Z,PT15M
13,957,898,2023-04-04T20:45:00Z,PT15M
14,951,888,2023-04-04T21:00:00Z,PT15M
14,944,874,2023-04-04T21:15:00Z,PT15M
14,936,856,2023-04-04T21:30:00Z,PT15M
14,928,834,2023-04-04T21:45:00Z,PT15M
14,920,809,2023-04-04T22:00:00Z,PT15M
14,910,780,2023-04-04T22:15:00Z,PT15M
14,898,748,2023-04-04T22:30:00Z,PT15M
14,886,712,2023-04-04T22:45:00Z,PT15M
14,674,623,2023-04-04T23:00:00Z,PT15M
14,780,613,2023-04-04T23:15:00Z,PT15M
14,840,588,2023-04-04T23:30:00Z,PT15M
14,736,523,2023-04-04T23:45:00Z,PT15M
14,717,477,2023-04-05T00:00:00Z,PT15M
13,524,396,2023-04-05T00:15:00Z,PT15M
13,662,377,2023-04-05T00:30:00Z,PT15M
13,414,294,2023-04-05T00:45:00Z,PT15M
13,310,237,2023-04-05T01:00:00Z,PT15M
13,191,182,2023-04-05T01:15:00Z,PT15M
12,181,144,2023-04-05T01:30:00Z,PT15M
12,131,104,2023-04-05T01:45:00Z,PT15M
12,212,75,2023-04-05T02:00:00Z,PT15M
11,103,38,2023-04-05T02:15:00Z,PT15M
11,0,9,2023-04-05T02:30:00Z,PT15M
11,0,0,2023-04-05T02:45:00Z,PT15M
10,0,0,2023-04-05T03:00:00Z,PT15M
10,0,0,2023-04-05T03:15:00Z,PT15M
10,0,0,2023-04-05T03:30:00Z,PT15M
10,0,0,2023-04-05T03:45:00Z,PT15M
10,0,0,2023-04-05T04:00:00Z,PT15M
9,0,0,2023-04-05T04:15:00Z,PT15M
9,0,0,2023-04-05T04:30:00Z,PT15M
9,0,0,2023-04-05T04:45:00Z,PT15M
9,0,0,2023-04-05T05:00:00Z,PT15M
9,0,0,2023-04-05T05:15:00Z,PT15M
9,0,0,2023-04-05T05:30:00Z,PT15M
9,0,0,2023-04-05T05:45:00Z,PT15M
9,0,0,2023-04-05T06:00:00Z,PT15M
9,0,0,2023-04-05T06:15:00Z,PT15M
8,0,0,2023-04-05T06:30:00Z,PT15M
8,0,0,2023-04-05T06:45:00Z,PT15M
8,0,0,2023-04-05T07:00:00Z,PT15M
8,0,0,2023-04-05T07:15:00Z,PT15M
8,0,0,2023-04-05T07:30:00Z,PT15M
8,0,0,2023-04-05T07:45:00Z,PT15M
8,0,0,2023-04-05T08:00:00Z,PT15M
8,0,0,2023-04-05T08:15:00Z,PT15M
8,0,0,2023-04-05T08:30:00Z,PT15M
7,0,0,2023-04-05T08:45:00Z,PT15M
7,0,0,2023-04-05T09:00:00Z,PT15M
7,0,0,2023-04-05T09:15:00Z,PT15M
7,0,0,2023-04-05T09:30:00Z,PT15M
6,0,0,2023-04-05T09:45:00Z,PT15M
6,0,0,2023-04-05T10:00:00Z,PT15M
6,0,0,2023-04-05T10:15:00Z,PT15M
5,0,0,2023-04-05T10:30:00Z,PT15M
5,0,0,2023-04-05T10:45:00Z,PT15M
5,0,0,2023-04-05T11:00:00Z,PT15M
4,0,0,2023-04-05T11:15:00Z,PT15M
4,0,0,2023-04-05T11:30:00Z,PT15M
4,0,0,2023-04-05T11:45:00Z,PT15M
4,0,0,2023-04-05T12:00:00Z,PT15M
4,0,0,2023-04-05T12:15:00Z,PT15M
4,0,0,2023-04-05T12:30:00Z,PT15M
4,0,0,2023-04-05T12:45:00Z,PT15M
4,0,0,2023-04-05T13:00:00Z,PT15M
4,0,0,2023-04-05T13:15:00Z,PT15M
4,0,0,2023-04-05T13:30:00Z,PT15M
4,0,0,2023-04-05T13:45:00Z,PT15M
4,1,1,2023-04-05T14:00:00Z,PT15M
5,29,19,2023-04-05T14:15:00Z,PT15M
5,97,49,2023-04-05T14:30:00Z,PT15M
6,292,95,2023-04-05T14:45:00Z,PT15M
6,285,132,2023-04-05T15:00:00Z,PT15M
7,298,174,2023-04-05T15:15:00Z,PT15M
7,614,253,2023-04-05T15:30:00Z,PT15M
8,665,306,2023-04-05T15:45:00Z,PT15M
8,478,323,2023-04-05T16:00:00Z,PT15M
9,496,368,2023-04-05T16:15:00Z,PT15M
9,485,406,2023-04-05T16:30:00Z,PT15M
10,531,455,2023-04-05T16:45:00Z,PT15M
10,560,501,2023-04-05T17:00:00Z,PT15M
10,580,542,2023-04-05T17:15:00Z,PT15M
11,637,592,2023-04-05T17:30:00Z,PT15M
11,697,641,2023-04-05T17:45:00Z,PT15M
11,832,709,2023-04-05T18:00:00Z,PT15M
12,890,755,2023-04-05T18:15:00Z,PT15M
12,901,786,2023-04-05T18:30:00Z,PT15M
12,908,812,2023-04-05T18:45:00Z,PT15M
13,912,835,2023-04-05T19:00:00Z,PT15M
13,915,854,2023-04-05T19:15:00Z,PT15M
13,917,868,2023-04-05T19:30:00Z,PT15M
13,917,879,2023-04-05T19:45:00Z,PT15M
13,915,885,2023-04-05T20:00:00Z,PT15M
14,913,888,2023-04-05T20:15:00Z,PT15M
14,909,887,2023-04-05T20:30:00Z,PT15M
14,907,881,2023-04-05T20:45:00Z,PT15M
15,844,853,2023-04-05T21:00:00Z,PT15M
15,901,860,2023-04-05T21:15:00Z,PT15M
15,897,844,2023-04-05T21:30:00Z,PT15M
15,893,824,2023-04-05T21:45:00Z,PT15M
15,889,800,2023-04-05T22:00:00Z,PT15M
15,883,773,2023-04-05T22:15:00Z,PT15M
15,774,714,2023-04-05T22:30:00Z,PT15M
15,866,707,2023-04-05T22:45:00Z,PT15M
15,855,670,2023-04-05T23:00:00Z,PT15M
15,842,629,2023-04-05T23:15:00Z,PT15M
14,827,586,2023-04-05T23:30:00Z,PT15M
14,642,504,2023-04-05T23:45:00Z,PT15M
14,711,478,2023-04-06T00:00:00Z,PT15M
14,531,399,2023-04-06T00:15:00Z,PT15M
14,233,299,2023-04-06T00:30:00Z,PT15M
14,397,293,2023-04-06T00:45:00Z,PT15M
14,342,244,2023-04-06T01:00:00Z,PT15M
14,465,219,2023-04-06T01:15:00Z,PT15M
13,366,166,2023-04-06T01:30:00Z,PT15M
13,328,123,2023-04-06T01:45:00Z,PT15M
13,380,87,2023-04-06T02:00:00Z,PT15M
13,252,47,2023-04-06T02:15:00Z,PT15M
12,44,13,2023-04-06T02:30:00Z,PT15M
12,0,0,2023-04-06T02:45:00Z,PT15M
12,0,0,2023-04-06T03:00:00Z,PT15M
11,0,0,2023-04-06T03:15:00Z,PT15M
11,0,0,2023-04-06T03:30:00Z,PT15M
11,0,0,2023-04-06T03:45:00Z,PT15M
11,0,0,2023-04-06T04:00:00Z,PT15M
10,0,0,2023-04-06T04:15:00Z,PT15M
10,0,0,2023-04-06T04:30:00Z,PT15M
10,0,0,2023-04-06T04:45:00Z,PT15M
10,0,0,2023-04-06T05:00:00Z,PT15M
10,0,0,2023-04-06T05:15:00Z,PT15M
9,0,0,2023-04-06T05:30:00Z,PT15M
9,0,0,2023-04-06T05:45:00Z,PT15M
9,0,0,2023-04-06T06:00:00Z,PT15M
9,0,0,2023-04-06T06:15:00Z,PT15M
9,0,0,2023-04-06T06:30:00Z,PT15M
9,0,0,2023-04-06T06:45:00Z,PT15M
9,0,0,2023-04-06T07:00:00Z,PT15M
8,0,0,2023-04-06T07:15:00Z,PT15M
8,0,0,2023-04-06T07:30:00Z,PT15M
8,0,0,2023-04-06T07:45:00Z,PT15M
8,0,0,2023-04-06T08:00:00Z,PT15M
8,0,0,2023-04-06T08:15:00Z,PT15M
8,0,0,2023-04-06T08:30:00Z,PT15M
8,0,0,2023-04-06T08:45:00Z,PT15M
8,0,0,2023-04-06T09:00:00Z,PT15M
8,0,0,2023-04-06T09:15:00Z,PT15M
7,0,0,2023-04-06T09:30:00Z,PT15M
7,0,0,2023-04-06T09:45:00Z,PT15M
7,0,0,2023-04-06T10:00:00Z,PT15M
7,0,0,2023-04-06T10:15:00Z,PT15M
7,0,0,2023-04-06T10:30:00Z,PT15M
7,0,0,2023-04-06T10:45:00Z,PT15M
6,0,0,2023-04-06T11:00:00Z,PT15M
6,0,0,2023-04-06T11:15:00Z,PT15M
6,0,0,2023-04-06T11:30:00Z,PT15M
6,0,0,2023-04-06T11:45:00Z,PT15M
6,0,0,2023-04-06T12:00:00Z,PT15M
6,0,0,2023-04-06T12:15:00Z,PT15M
6,0,0,2023-04-06T12:30:00Z,PT15M
6,0,0,2023-04-06T12:45:00Z,PT15M
6,0,0,2023-04-06T13:00:00Z,PT15M
6,0,0,2023-04-06T13:15:00Z,PT15M
6,0,0,2023-04-06T13:30:00Z,PT15M
6,0,0,2023-04-06T13:45:00Z,PT15M
6,3,2,2023-04-06T14:00:00Z,PT15M
6,97,25,2023-04-06T14:15:00Z,PT15M
7,303,62,2023-04-06T14:30:00Z,PT15M
7,378,103,2023-04-06T14:45:00Z,PT15M
8,309,137,2023-04-06T15:00:00Z,PT15M
8,289,174,2023-04-06T15:15:00Z,PT15M
9,284,212,2023-04-06T15:30:00Z,PT15M
9,507,285,2023-04-06T15:45:00Z,PT15M
10,724,363,2023-04-06T16:00:00Z,PT15M
10,756,414,2023-04-06T16:15:00Z,PT15M
10,622,433,2023-04-06T16:30:00Z,PT15M
11,560,461,2023-04-06T16:45:00Z,PT15M
11,575,503,2023-04-06T17:00:00Z,PT15M
11,619,550,2023-04-06T17:15:00Z,PT15M
12,527,560,2023-04-06T17:30:00Z,PT15M
12,464,573,2023-04-06T17:45:00Z,PT15M
12,840,709,2023-04-06T18:00:00Z,PT15M
13,850,742,2023-04-06T18:15:00Z,PT15M
13,906,784,2023-04-06T18:30:00Z,PT15M
14,913,811,2023-04-06T18:45:00Z,PT15M
14,798,796,2023-04-06T19:00:00Z,PT15M
14,923,852,2023-04-06T19:15:00Z,PT15M
14,865,847,2023-04-06T19:30:00Z,PT15M
15,686,800,2023-04-06T19:45:00Z,PT15M
15,849,859,2023-04-06T20:00:00Z,PT15M
15,925,886,2023-04-06T20:15:00Z,PT15M
16,923,885,2023-04-06T20:30:00Z,PT15M
16,821,847,2023-04-06T20:45:00Z,PT15M
16,448,712,2023-04-06T21:00:00Z,PT15M
16,268,631,2023-04-06T21:15:00Z,PT15M
16,125,557,2023-04-06T21:30:00Z,PT15M
16,133,549,2023-04-06T21:45:00Z,PT15M
16,127,531,2023-04-06T22:00:00Z,PT15M
15,95,499,2023-04-06T22:15:00Z,PT15M
15,89,474,2023-04-06T22:30:00Z,PT15M
15,68,447,2023-04-06T22:45:00Z,PT15M
15,48,418,2023-04-06T23:00:00Z,PT15M
15,37,390,2023-04-06T23:15:00Z,PT15M
14,51,371,2023-04-06T23:30:00Z,PT15M
14,119,367,2023-04-06T23:45:00Z,PT15M
14,84,328,2023-04-07T00:00:00Z,PT15M
14,50,284,2023-04-07T00:15:00Z,PT15M
13,0,206,2023-04-07T00:30:00Z,PT15M
13,0,155,2023-04-07T00:45:00Z,PT15M
13,0,127,2023-04-07T01:00:00Z,PT15M
13,0,119,2023-04-07T01:15:00Z,PT15M
13,0,84,2023-04-07T01:30:00Z,PT15M
13,0,68,2023-04-07T01:45:00Z,PT15M
12,0,37,2023-04-07T02:00:00Z,PT15M
12,0,19,2023-04-07T02:15:00Z,PT15M
12,0,7,2023-04-07T02:30:00Z,PT15M
12,0,0,2023-04-07T02:45:00Z,PT15M
12,0,0,2023-04-07T03:00:00Z,PT15M
12,0,0,2023-04-07T03:15:00Z,PT15M
12,0,0,2023-04-07T03:30:00Z,PT15M
12,0,0,2023-04-07T03:45:00Z,PT15M
12,0,0,2023-04-07T04:00:00Z,PT15M
12,0,0,2023-04-07T04:15:00Z,PT15M
12,0,0,2023-04-07T04:30:00Z,PT15M
12,0,0,2023-04-07T04:45:00Z,PT15M
12,0,0,2023-04-07T05:00:00Z,PT15M
12,0,0,2023-04-07T05:15:00Z,PT15M
12,0,0,2023-04-07T05:30:00Z,PT15M
12,0,0,2023-04-07T05:45:00Z,PT15M
12,0,0,2023-04-07T06:00:00Z,PT15M
12,0,0,2023-04-07T06:15:00Z,PT15M
12,0,0,2023-04-07T06:30:00Z,PT15M
12,0,0,2023-04-07T06:45:00Z,PT15M
12,0,0,2023-04-07T07:00:00Z,PT15M
12,0,0,2023-04-07T07:15:00Z,PT15M
12,0,0,2023-04-07T07:30:00Z,PT15M
11,0,0,2023-04-07T07:45:00Z,PT15M
11,0,0,2023-04-07T08:00:00Z,PT15M
11,0,0,2023-04-07T08:15:00Z,PT15M
11,0,0,2023-04-07T08:30:00Z,PT15M
12,0,0,2023-04-07T08:45:00Z,PT15M
12,0,0,2023-04-07T09:00:00Z,PT15M
12,0,0,2023-04-07T09:15:00Z,PT15M
11,0,0,2023-04-07T09:30:00Z,PT15M
11,0,0,2023-04-07T09:45:00Z,PT15M
11,0,0,2023-04-07T10:00:00Z,PT15M
11,0,0,2023-04-07T10:15:00Z,PT15M
11,0,0,2023-04-07T10:30:00Z,PT15M
11,0,0,2023-04-07T10:45:00Z,PT15M
11,0,0,2023-04-07T11:00:00Z,PT15M
11,0,0,2023-04-07T11:15:00Z,PT15M
11,0,0,2023-04-07T11:30:00Z,PT15M
11,0,0,2023-04-07T11:45:00Z,PT15M
11,0,0,2023-04-07T12:00:00Z,PT15M
11,0,0,2023-04-07T12:15:00Z,PT15M
11,0,0,2023-04-07T12:30:00Z,PT15M
11,0,0,2023-04-07T12:45:00Z,PT15M
11,0,0,2023-04-07T13:00:00Z,PT15M
11,0,0,2023-04-07T13:15:00Z,PT15M
11,0,0,2023-04-07T13:30:00Z,PT15M
11,0,0,2023-04-07T13:45:00Z,PT15M
11,0,2,2023-04-07T14:00:00Z,PT15M
11,0,19,2023-04-07T14:15:00Z,PT15M
12,0,16,2023-04-07T14:30:00Z,PT15M
12,0,27,2023-04-07T14:45:00Z,PT15M
12,0,61,2023-04-07T15:00:00Z,PT15M
12,0,94,2023-04-07T15:15:00Z,PT15M
12,0,105,2023-04-07T15:30:00Z,PT15M
12,22,184,2023-04-07T15:45:00Z,PT15M
12,64,244,2023-04-07T16:00:00Z,PT15M
12,197,309,2023-04-07T16:15:00Z,PT15M
13,65,289,2023-04-07T16:30:00Z,PT15M
13,47,330,2023-04-07T16:45:00Z,PT15M
13,0,282,2023-04-07T17:00:00Z,PT15M
13,13,353,2023-04-07T17:15:00Z,PT15M
13,0,339,2023-04-07T17:30:00Z,PT15M
13,0,373,2023-04-07T17:45:00Z,PT15M
14,0,347,2023-04-07T18:00:00Z,PT15M
14,0,395,2023-04-07T18:15:00Z,PT15M
14,0,361,2023-04-07T18:30:00Z,PT15M
14,0,327,2023-04-07T18:45:00Z,PT15M
14,0,313,2023-04-07T19:00:00Z,PT15M
14,0,318,2023-04-07T19:15:00Z,PT15M
15,0,316,2023-04-07T19:30:00Z,PT15M
15,0,289,2023-04-07T19:45:00Z,PT15M
