air_temp,dni,ghi,period_end,period
21,907,985,2023-06-04T19:30:00Z,PT15M
22,908,994,2023-06-04T19:45:00Z,PT15M
22,909,1000,2023-06-04T20:00:00Z,PT15M
23,910,1002,2023-06-04T20:15:00Z,PT15M
23,909,1000,2023-06-04T20:30:00Z,PT15M
23,907,994,2023-06-04T20:45:00Z,PT15M
23,904,985,2023-06-04T21:00:00Z,PT15M
24,900,972,2023-06-04T21:15:00Z,PT15M
24,895,956,2023-06-04T21:30:00Z,PT15M
23,891,937,2023-06-04T21:45:00Z,PT15M
23,886,914,2023-06-04T22:00:00Z,PT15M
23,880,888,2023-06-04T22:15:00Z,PT15M
23,873,858,2023-06-04T22:30:00Z,PT15M
23,864,825,2023-06-04T22:45:00Z,PT15M
23,854,789,2023-06-04T23:00:00Z,PT15M
23,843,751,2023-06-04T23:15:00Z,PT15M
23,830,710,2023-06-04T23:30:00Z,PT15M
22,815,667,2023-06-04T23:45:00Z,PT15M
22,798,622,2023-06-05T00:00:00Z,PT15M
22,779,575,2023-06-05T00:15:00Z,PT15M
22,758,527,2023-06-05T00:30:00Z,PT15M
22,732,477,2023-06-05T00:45:00Z,PT15M
21,701,426,2023-06-05T01:00:00Z,PT15M
21,665,375,2023-06-05T01:15:00Z,PT15M
21,623,323,2023-06-05T01:30:00Z,PT15M
20,430,252,2023-06-05T01:45:00Z,PT15M
20,310,197,2023-06-05T02:00:00Z,PT15M
19,256,153,2023-06-05T02:15:00Z,PT15M
19,271,119,2023-06-05T02:30:00Z,PT15M
18,250,83,2023-06-05T02:45:00Z,PT15M
17,149,47,2023-06-05T03:00:00Z,PT15M
17,34,19,2023-06-05T03:15:00Z,PT15M
16,0,1,2023-06-05T03:30:00Z,PT15M
16,0,0,2023-06-05T03:45:00Z,PT15M
16,0,0,2023-06-05T04:00:00Z,PT15M
15,0,0,2023-06-05T04:15:00Z,PT15M
15,0,0,2023-06-05T04:30:00Z,PT15M
15,0,0,2023-06-05T04:45:00Z,PT15M
15,0,0,2023-06-05T05:00:00Z,PT15M
15,0,0,2023-06-05T05:15:00Z,PT15M
14,0,0,2023-06-05T05:30:00Z,PT15M
14,0,0,2023-06-05T05:45:00Z,PT15M
14,0,0,2023-06-05T06:00:00Z,PT15M
14,0,0,2023-06-05T06:15:00Z,PT15M
14,0,0,2023-06-05T06:30:00Z,PT15M
14,0,0,2023-06-05T06:45:00Z,PT15M
14,0,0,2023-06-05T07:00:00Z,PT15M
14,0,0,2023-06-05T07:15:00Z,PT15M
14,0,0,2023-06-05T07:30:00Z,PT15M
14,0,0,2023-06-05T07:45:00Z,PT15M
13,0,0,2023-06-05T08:00:00Z,PT15M
13,0,0,2023-06-05T08:15:00Z,PT15M
13,0,0,2023-06-05T08:30:00Z,PT15M
13,0,0,2023-06-05T08:45:00Z,PT15M
13,0,0,2023-06-05T09:00:00Z,PT15M
12,0,0,2023-06-05T09:15:00Z,PT15M
12,0,0,2023-06-05T09:30:00Z,PT15M
12,0,0,2023-06-05T09:45:00Z,PT15M
12,0,0,2023-06-05T10:00:00Z,PT15M
11,0,0,2023-06-05T10:15:00Z,PT15M
12,0,0,2023-06-05T10:30:00Z,PT15M
12,0,0,2023-06-05T10:45:00Z,PT15M
12,0,0,2023-06-05T11:00:00Z,PT15M
12,0,0,2023-06-05T11:15:00Z,PT15M
12,0,0,2023-06-05T11:30:00Z,PT15M
12,0,0,2023-06-05T11:45:00Z,PT15M
12,0,0,2023-06-05T12:00:00Z,PT15M
12,0,0,2023-06-05T12:15:00Z,PT15M
12,0,0,2023-06-05T12:30:00Z,PT15M
12,0,0,2023-06-05T12:45:00Z,PT15M
12,0,1,2023-06-05T13:00:00Z,PT15M
12,30,19,2023-06-05T13:15:00Z,PT15M
12,46,42,2023-06-05T13:30:00Z,PT15M
12,71,70,2023-06-05T13:45:00Z,PT15M
12,38,95,2023-06-05T14:00:00Z,PT15M
12,0,116,2023-06-05T14:15:00Z,PT15M
13,5,148,2023-06-05T14:30:00Z,PT15M
13,0,158,2023-06-05T14:45:00Z,PT15M
13,0,199,2023-06-05T15:00:00Z,PT15M
13,29,243,2023-06-05T15:15:00Z,PT15M
14,125,301,2023-06-05T15:30:00Z,PT15M
14,26,300,2023-06-05T15:45:00Z,PT15M
14,33,333,2023-06-05T16:00:00Z,PT15M
15,98,385,2023-06-05T16:15:00Z,PT15M
15,65,401,2023-06-05T16:30:00Z,PT15M
15,41,417,2023-06-05T16:45:00Z,PT15M
16,34,438,2023-06-05T17:00:00Z,PT15M
16,119,500,2023-06-05T17:15:00Z,PT15M
16,389,632,2023-06-05T17:30:00Z,PT15M
17,503,699,2023-06-05T17:45:00Z,PT15M
17,555,744,2023-06-05T18:00:00Z,PT15M
17,566,773,2023-06-05T18:15:00Z,PT15M
18,544,786,2023-06-05T18:30:00Z,PT15M
18,612,831,2023-06-05T18:45:00Z,PT15M
18,684,874,2023-06-05T19:00:00Z,PT15M
19,668,882,2023-06-05T19:15:00Z,PT15M
19,740,920,2023-06-05T19:30:00Z,PT15M
19,585,868,2023-06-05T19:45:00Z,PT15M
19,648,897,2023-06-05T20:00:00Z,PT15M
19,536,854,2023-06-05T20:15:00Z,PT15M
19,658,901,2023-06-05T20:30:00Z,PT15M
19,363,774,2023-06-05T20:45:00Z,PT15M
19,597,865,2023-06-05T21:00:00Z,PT15M
19,492,811,2023-06-05T21:15:00Z,PT15M
19,419,769,2023-06-05T21:30:00Z,PT15M
19,479,778,2023-06-05T21:45:00Z,PT15M
19,499,767,2023-06-05T22:00:00Z,PT15M
19,466,733,2023-06-05T22:15:00Z,PT15M
19,418,692,2023-06-05T22:30:00Z,PT15M
19,467,686,2023-06-05T22:45:00Z,PT15M
19,428,645,2023-06-05T23:00:00Z,PT15M
19,407,608,2023-06-05T23:15:00Z,PT15M
19,362,563,2023-06-05T23:30:00Z,PT15M
19,334,522,2023-06-05T23:45:00Z,PT15M
19,323,486,2023-06-06T00:00:00Z,PT15M
19,207,418,2023-06-06T00:15:00Z,PT15M
18,266,401,2023-06-06T00:30:00Z,PT15M
18,405,400,2023-06-06T00:45:00Z,PT15M
18,378,355,2023-06-06T01:00:00Z,PT15M
18,264,294,2023-06-06T01:15:00Z,PT15M
18,198,245,2023-06-06T01:30:00Z,PT15M
17,210,212,2023-06-06T01:45:00Z,PT15M
17,43,135,2023-06-06T02:00:00Z,PT15M
17,0,89,2023-06-06T02:15:00Z,PT15M
16,0,56,2023-06-06T02:30:00Z,PT15M
16,12,54,2023-06-06T02:45:00Z,PT15M
16,1,30,2023-06-06T03:00:00Z,PT15M
15,0,13,2023-06-06T03:15:00Z,PT15M
15,0,1,2023-06-06T03:30:00Z,PT15M
15,0,0,2023-06-06T03:45:00Z,PT15M
15,0,0,2023-06-06T04:00:00Z,PT15M
15,0,0,2023-06-06T04:15:00Z,PT15M
15,0,0,2023-06-06T04:30:00Z,PT15M
15,0,0,2023-06-06T04:45:00Z,PT15M
15,0,0,2023-06-06T05:00:00Z,PT15M
15,0,0,2023-06-06T05:15:00Z,PT15M
15,0,0,2023-06-06T05:30:00Z,PT15M
15,0,0,2023-06-06T05:45:00Z,PT15M
15,0,0,2023-06-06T06:00:00Z,PT15M
15,0,0,2023-06-06T06:15:00Z,PT15M
15,0,0,2023-06-06T06:30:00Z,PT15M
15,0,0,2023-06-06T06:45:00Z,PT15M
15,0,0,2023-06-06T07:00:00Z,PT15M
15,0,0,2023-06-06T07:15:00Z,PT15M
15,0,0,2023-06-06T07:30:00Z,PT15M
15,0,0,2023-06-06T07:45:00Z,PT15M
15,0,0,2023-06-06T08:00:00Z,PT15M
15,0,0,2023-06-06T08:15:00Z,PT15M
15,0,0,2023-06-06T08:30:00Z,PT15M
15,0,0,2023-06-06T08:45:00Z,PT15M
15,0,0,2023-06-06T09:00:00Z,PT15M
14,0,0,2023-06-06T09:15:00Z,PT15M
14,0,0,2023-06-06T09:30:00Z,PT15M
14,0,0,2023-06-06T09:45:00Z,PT15M
14,0,0,2023-06-06T10:00:00Z,PT15M
14,0,0,2023-06-06T10:15:00Z,PT15M
14,0,0,2023-06-06T10:30:00Z,PT15M
14,0,0,2023-06-06T10:45:00Z,PT15M
14,0,0,2023-06-06T11:00:00Z,PT15M
14,0,0,2023-06-06T11:15:00Z,PT15M
14,0,0,2023-06-06T11:30:00Z,PT15M
14,0,0,2023-06-06T11:45:00Z,PT15M
14,0,0,2023-06-06T12:00:00Z,PT15M
14,0,0,2023-06-06T12:15:00Z,PT15M
14,0,0,2023-06-06T12:30:00Z,PT15M
15,0,0,2023-06-06T12:45:00Z,PT15M
15,0,1,2023-06-06T13:00:00Z,PT15M
15,0,14,2023-06-06T13:15:00Z,PT15M
15,0,36,2023-06-06T13:30:00Z,PT15M
14,0,47,2023-06-06T13:45:00Z,PT15M
14,0,59,2023-06-06T14:00:00Z,PT15M
15,0,94,2023-06-06T14:15:00Z,PT15M
15,0,126,2023-06-06T14:30:00Z,PT15M
15,0,158,2023-06-06T14:45:00Z,PT15M
15,0,185,2023-06-06T15:00:00Z,PT15M
15,8,233,2023-06-06T15:15:00Z,PT15M
15,3,257,2023-06-06T15:30:00Z,PT15M
15,0,278,2023-06-06T15:45:00Z,PT15M
15,14,302,2023-06-06T16:00:00Z,PT15M
15,84,376,2023-06-06T16:15:00Z,PT15M
15,19,330,2023-06-06T16:30:00Z,PT15M
15,0,222,2023-06-06T16:45:00Z,PT15M
15,0,273,2023-06-06T17:00:00Z,PT15M
15,0,203,2023-06-06T17:15:00Z,PT15M
15,0,177,2023-06-06T17:30:00Z,PT15M
15,0,158,2023-06-06T17:45:00Z,PT15M
16,0,128,2023-06-06T18:00:00Z,PT15M
16,0,185,2023-06-06T18:15:00Z,PT15M
16,0,171,2023-06-06T18:30:00Z,PT15M
16,0,113,2023-06-06T18:45:00Z,PT15M
17,0,118,2023-06-06T19:00:00Z,PT15M
17,0,250,2023-06-06T19:15:00Z,PT15M
17,0,335,2023-06-06T19:30:00Z,PT15M
17,0,383,2023-06-06T19:45:00Z,PT15M
17,0,394,2023-06-06T20:00:00Z,PT15M
18,0,520,2023-06-06T20:15:00Z,PT15M
18,206,692,2023-06-06T20:30:00Z,PT15M
19,164,667,2023-06-06T20:45:00Z,PT15M
19,125,642,2023-06-06T21:00:00Z,PT15M
19,289,717,2023-06-06T21:15:00Z,PT15M
20,385,747,2023-06-06T21:30:00Z,PT15M
20,424,749,2023-06-06T21:45:00Z,PT15M
20,565,786,2023-06-06T22:00:00Z,PT15M
20,472,730,2023-06-06T22:15:00Z,PT15M
20,442,696,2023-06-06T22:30:00Z,PT15M
20,348,636,2023-06-06T22:45:00Z,PT15M
20,256,576,2023-06-06T23:00:00Z,PT15M
20,312,571,2023-06-06T23:15:00Z,PT15M
20,356,557,2023-06-06T23:30:00Z,PT15M
19,439,551,2023-06-06T23:45:00Z,PT15M
19,455,521,2023-06-07T00:00:00Z,PT15M
19,404,472,2023-06-07T00:15:00Z,PT15M
19,287,406,2023-06-07T00:30:00Z,PT15M
18,118,326,2023-06-07T00:45:00Z,PT15M
18,326,343,2023-06-07T01:00:00Z,PT15M
18,489,336,2023-06-07T01:15:00Z,PT15M
18,300,264,2023-06-07T01:30:00Z,PT15M
17,249,219,2023-06-07T01:45:00Z,PT15M
17,96,159,2023-06-07T02:00:00Z,PT15M
17,0,109,2023-06-07T02:15:00Z,PT15M
16,0,61,2023-06-07T02:30:00Z,PT15M
16,0,40,2023-06-07T02:45:00Z,PT15M
16,0,24,2023-06-07T03:00:00Z,PT15M
15,0,10,2023-06-07T03:15:00Z,PT15M
15,0,1,2023-06-07T03:30:00Z,PT15M
15,0,0,2023-06-07T03:45:00Z,PT15M
15,0,0,2023-06-07T04:00:00Z,PT15M
15,0,0,2023-06-07T04:15:00Z,PT15M
15,0,0,2023-06-07T04:30:00Z,PT15M
15,0,0,2023-06-07T04:45:00Z,PT15M
15,0,0,2023-06-07T05:00:00Z,PT15M
15,0,0,2023-06-07T05:15:00Z,PT15M
15,0,0,2023-06-07T05:30:00Z,PT15M
15,0,0,2023-06-07T05:45:00Z,PT15M
15,0,0,2023-06-07T06:00:00Z,PT15M
15,0,0,2023-06-07T06:15:00Z,PT15M
15,0,0,2023-06-07T06:30:00Z,PT15M
15,0,0,2023-06-07T06:45:00Z,PT15M
15,0,0,2023-06-07T07:00:00Z,PT15M
15,0,0,2023-06-07T07:15:00Z,PT15M
15,0,0,2023-06-07T07:30:00Z,PT15M
15,0,0,2023-06-07T07:45:00Z,PT15M
15,0,0,2023-06-07T08:00:00Z,PT15M
15,0,0,2023-06-07T08:15:00Z,PT15M
15,0,0,2023-06-07T08:30:00Z,PT15M
14,0,0,2023-06-07T08:45:00Z,PT15M
14,0,0,2023-06-07T09:00:00Z,PT15M
14,0,0,2023-06-07T09:15:00Z,PT15M
14,0,0,2023-06-07T09:30:00Z,PT15M
14,0,0,2023-06-07T09:45:00Z,PT15M
14,0,0,2023-06-07T10:00:00Z,PT15M
14,0,0,2023-06-07T10:15:00Z,PT15M
14,0,0,2023-06-07T10:30:00Z,PT15M
14,0,0,2023-06-07T10:45:00Z,PT15M
14,0,0,2023-06-07T11:00:00Z,PT15M
14,0,0,2023-06-07T11:15:00Z,PT15M
14,0,0,2023-06-07T11:30:00Z,PT15M
14,0,0,2023-06-07T11:45:00Z,PT15M
14,0,0,2023-06-07T12:00:00Z,PT15M
14,0,0,2023-06-07T12:15:00Z,PT15M
14,0,0,2023-06-07T12:30:00Z,PT15M
14,0,0,2023-06-07T12:45:00Z,PT15M
15,0,1,2023-06-07T13:00:00Z,PT15M
15,0,17,2023-06-07T13:15:00Z,PT15M
15,0,34,2023-06-07T13:30:00Z,PT15M
15,0,45,2023-06-07T13:45:00Z,PT15M
15,0,64,2023-06-07T14:00:00Z,PT15M
15,0,83,2023-06-07T14:15:00Z,PT15M
15,0,105,2023-06-07T14:30:00Z,PT15M
15,0,133,2023-06-07T14:45:00Z,PT15M
15,0,160,2023-06-07T15:00:00Z,PT15M
16,0,199,2023-06-07T15:15:00Z,PT15M
16,0,245,2023-06-07T15:30:00Z,PT15M
16,0,275,2023-06-07T15:45:00Z,PT15M
16,0,291,2023-06-07T16:00:00Z,PT15M
16,0,291,2023-06-07T16:15:00Z,PT15M
16,0,316,2023-06-07T16:30:00Z,PT15M
16,0,341,2023-06-07T16:45:00Z,PT15M
16,0,347,2023-06-07T17:00:00Z,PT15M
17,0,334,2023-06-07T17:15:00Z,PT15M
17,0,375,2023-06-07T17:30:00Z,PT15M
17,0,429,2023-06-07T17:45:00Z,PT15M
17,0,449,2023-06-07T18:00:00Z,PT15M
17,0,431,2023-06-07T18:15:00Z,PT15M
17,0,408,2023-06-07T18:30:00Z,PT15M
18,0,395,2023-06-07T18:45:00Z,PT15M
18,0,397,2023-06-07T19:00:00Z,PT15M
18,0,395,2023-06-07T19:15:00Z,PT15M
18,0,439,2023-06-07T19:30:00Z,PT15M
18,0,537,2023-06-07T19:45:00Z,PT15M
18,0,561,2023-06-07T20:00:00Z,PT15M
18,0,546,2023-06-07T20:15:00Z,PT15M
18,18,590,2023-06-07T20:30:00Z,PT15M
18,23,592,2023-06-07T20:45:00Z,PT15M
19,41,599,2023-06-07T21:00:00Z,PT15M
19,31,585,2023-06-07T21:15:00Z,PT15M
19,120,626,2023-06-07T21:30:00Z,PT15M
19,250,677,2023-06-07T21:45:00Z,PT15M
20,381,718,2023-06-07T22:00:00Z,PT15M
20,411,710,2023-06-07T22:15:00Z,PT15M
20,411,687,2023-06-07T22:30:00Z,PT15M
20,576,721,2023-06-07T22:45:00Z,PT15M
20,548,683,2023-06-07T23:00:00Z,PT15M
20,642,681,2023-06-07T23:15:00Z,PT15M
20,694,661,2023-06-07T23:30:00Z,PT15M
20,676,619,2023-06-07T23:45:00Z,PT15M
20,701,587,2023-06-08T00:00:00Z,PT15M
20,549,511,2023-06-08T00:15:00Z,PT15M
19,587,481,2023-06-08T00:30:00Z,PT15M
19,417,403,2023-06-08T00:45:00Z,PT15M
19,402,362,2023-06-08T01:00:00Z,PT15M
19,369,317,2023-06-08T01:15:00Z,PT15M
19,333,272,2023-06-08T01:30:00Z,PT15M
18,429,247,2023-06-08T01:45:00Z,PT15M
18,441,209,2023-06-08T02:00:00Z,PT15M
18,380,163,2023-06-08T02:15:00Z,PT15M
17,308,120,2023-06-08T02:30:00Z,PT15M
17,211,79,2023-06-08T02:45:00Z,PT15M
17,132,46,2023-06-08T03:00:00Z,PT15M
16,21,19,2023-06-08T03:15:00Z,PT15M
16,0,2,2023-06-08T03:30:00Z,PT15M
16,0,0,2023-06-08T03:45:00Z,PT15M
16,0,0,2023-06-08T04:00:00Z,PT15M
16,0,0,2023-06-08T04:15:00Z,PT15M
16,0,0,2023-06-08T04:30:00Z,PT15M
16,0,0,2023-06-08T04:45:00Z,PT15M
16,0,0,2023-06-08T05:00:00Z,PT15M
16,0,0,2023-06-08T05:15:00Z,PT15M
16,0,0,2023-06-08T05:30:00Z,PT15M
16,0,0,2023-06-08T05:45:00Z,PT15M
15,0,0,2023-06-08T06:00:00Z,PT15M
15,0,0,2023-06-08T06:15:00Z,PT15M
15,0,0,2023-06-08T06:30:00Z,PT15M
15,0,0,2023-06-08T06:45:00Z,PT15M
15,0,0,2023-06-08T07:00:00Z,PT15M
15,0,0,2023-06-08T07:15:00Z,PT15M
15,0,0,2023-06-08T07:30:00Z,PT15M
15,0,0,2023-06-08T07:45:00Z,PT15M
15,0,0,2023-06-08T08:00:00Z,PT15M
15,0,0,2023-06-08T08:15:00Z,PT15M
15,0,0,2023-06-08T08:30:00Z,PT15M
15,0,0,2023-06-08T08:45:00Z,PT15M
14,0,0,2023-06-08T09:00:00Z,PT15M
14,0,0,2023-06-08T09:15:00Z,PT15M
14,0,0,2023-06-08T09:30:00Z,PT15M
14,0,0,2023-06-08T09:45:00Z,PT15M
13,0,0,2023-06-08T10:00:00Z,PT15M
13,0,0,2023-06-08T10:15:00Z,PT15M
13,0,0,2023-06-08T10:30:00Z,PT15M
13,0,0,2023-06-08T10:45:00Z,PT15M
13,0,0,2023-06-08T11:00:00Z,PT15M
13,0,0,2023-06-08T11:15:00Z,PT15M
13,0,0,2023-06-08T11:30:00Z,PT15M
13,0,0,2023-06-08T11:45:00Z,PT15M
13,0,0,2023-06-08T12:00:00Z,PT15M
13,0,0,2023-06-08T12:15:00Z,PT15M
13,0,0,2023-06-08T12:30:00Z,PT15M
13,0,0,2023-06-08T12:45:00Z,PT15M
13,1,2,2023-06-08T13:00:00Z,PT15M
13,31,20,2023-06-08T13:15:00Z,PT15M
13,133,46,2023-06-08T13:30:00Z,PT15M
14,226,80,2023-06-08T13:45:00Z,PT15M
14,309,119,2023-06-08T14:00:00Z,PT15M
14,381,162,2023-06-08T14:15:00Z,PT15M
15,443,208,2023-06-08T14:30:00Z,PT15M
15,359,236,2023-06-08T14:45:00Z,PT15M
15,310,267,2023-06-08T15:00:00Z,PT15M
16,300,302,2023-06-08T15:15:00Z,PT15M
16,302,339,2023-06-08T15:30:00Z,PT15M
16,300,375,2023-06-08T15:45:00Z,PT15M
17,316,415,2023-06-08T16:00:00Z,PT15M
17,344,457,2023-06-08T16:15:00Z,PT15M
17,309,480,2023-06-08T16:30:00Z,PT15M
17,242,490,2023-06-08T16:45:00Z,PT15M
18,242,519,2023-06-08T17:00:00Z,PT15M
18,309,571,2023-06-08T17:15:00Z,PT15M
18,364,618,2023-06-08T17:30:00Z,PT15M
19,399,657,2023-06-08T17:45:00Z,PT15M
19,529,729,2023-06-08T18:00:00Z,PT15M
19,621,785,2023-06-08T18:15:00Z,PT15M
19,837,880,2023-06-08T18:30:00Z,PT15M
19,847,904,2023-06-08T18:45:00Z,PT15M
20,854,924,2023-06-08T19:00:00Z,PT15M
20,859,940,2023-06-08T19:15:00Z,PT15M
20,863,953,2023-06-08T19:30:00Z,PT15M
20,866,963,2023-06-08T19:45:00Z,PT15M
20,867,968,2023-06-08T20:00:00Z,PT15M
20,868,970,2023-06-08T20:15:00Z,PT15M
20,868,968,2023-06-08T20:30:00Z,PT15M
20,867,963,2023-06-08T20:45:00Z,PT15M
21,867,955,2023-06-08T21:00:00Z,PT15M
21,865,943,2023-06-08T21:15:00Z,PT15M
21,863,927,2023-06-08T21:30:00Z,PT15M
21,860,908,2023-06-08T21:45:00Z,PT15M
21,856,885,2023-06-08T22:00:00Z,PT15M
21,851,860,2023-06-08T22:15:00Z,PT15M
21,846,832,2023-06-08T22:30:00Z,PT15M
21,839,801,2023-06-08T22:45:00Z,PT15M
21,830,766,2023-06-08T23:00:00Z,PT15M
21,819,730,2023-06-08T23:15:00Z,PT15M
21,806,690,2023-06-08T23:30:00Z,PT15M
21,793,649,2023-06-08T23:45:00Z,PT15M
21,779,606,2023-06-09T00:00:00Z,PT15M
21,763,561,2023-06-09T00:15:00Z,PT15M
20,745,515,2023-06-09T00:30:00Z,PT15M
20,724,468,2023-06-09T00:45:00Z,PT15M
20,700,420,2023-06-09T01:00:00Z,PT15M
19,672,371,2023-06-09T01:15:00Z,PT15M
19,570,311,2023-06-09T01:30:00Z,PT15M
19,601,273,2023-06-09T01:45:00Z,PT15M
19,552,225,2023-06-09T02:00:00Z,PT15M
18,494,178,2023-06-09T02:15:00Z,PT15M
17,424,133,2023-06-09T02:30:00Z,PT15M
17,339,91,2023-06-09T02:45:00Z,PT15M
16,196,53,2023-06-09T03:00:00Z,PT15M
16,40,22,2023-06-09T03:15:00Z,PT15M
16,0,3,2023-06-09T03:30:00Z,PT15M
15,0,0,2023-06-09T03:45:00Z,PT15M
15,0,0,2023-06-09T04:00:00Z,PT15M
15,0,0,2023-06-09T04:15:00Z,PT15M
15,0,0,2023-06-09T04:30:00Z,PT15M
15,0,0,2023-06-09T04:45:00Z,PT15M
15,0,0,2023-06-09T05:00:00Z,PT15M
15,0,0,2023-06-09T05:15:00Z,PT15M
15,0,0,2023-06-09T05:30:00Z,PT15M
15,0,0,2023-06-09T05:45:00Z,PT15M
15,0,0,2023-06-09T06:00:00Z,PT15M
15,0,0,2023-06-09T06:15:00Z,PT15M
15,0,0,2023-06-09T06:30:00Z,PT15M
15,0,0,2023-06-09T06:45:00Z,PT15M
15,0,0,2023-06-09T07:00:00Z,PT15M
15,0,0,2023-06-09T07:15:00Z,PT15M
15,0,0,2023-06-09T07:30:00Z,PT15M
15,0,0,2023-06-09T07:45:00Z,PT15M
15,0,0,2023-06-09T08:00:00Z,PT15M
14,0,0,2023-06-09T08:15:00Z,PT15M
14,0,0,2023-06-09T08:30:00Z,PT15M
14,0,0,2023-06-09T08:45:00Z,PT15M
14,0,0,2023-06-09T09:00:00Z,PT15M
14,0,0,2023-06-09T09:15:00Z,PT15M
14,0,0,2023-06-09T09:30:00Z,PT15M
14,0,0,2023-06-09T09:45:00Z,PT15M
14,0,0,2023-06-09T10:00:00Z,PT15M
14,0,0,2023-06-09T10:15:00Z,PT15M
14,0,0,2023-06-09T10:30:00Z,PT15M
14,0,0,2023-06-09T10:45:00Z,PT15M
13,0,0,2023-06-09T11:00:00Z,PT15M
13,0,0,2023-06-09T11:15:00Z,PT15M
14,0,0,2023-06-09T11:30:00Z,PT15M
14,0,0,2023-06-09T11:45:00Z,PT15M
14,0,0,2023-06-09T12:00:00Z,PT15M
14,0,0,2023-06-09T12:15:00Z,PT15M
14,0,0,2023-06-09T12:30:00Z,PT15M
14,0,0,2023-06-09T12:45:00Z,PT15M
14,0,2,2023-06-09T13:00:00Z,PT15M
14,7,19,2023-06-09T13:15:00Z,PT15M
13,33,43,2023-06-09T13:30:00Z,PT15M
13,86,72,2023-06-09T13:45:00Z,PT15M
13,0,87,2023-06-09T14:00:00Z,PT15M
13,0,105,2023-06-09T14:15:00Z,PT15M
14,0,130,2023-06-09T14:30:00Z,PT15M
14,0,156,2023-06-09T14:45:00Z,PT15M
14,0,186,2023-06-09T15:00:00Z,PT15M
14,0,220,2023-06-09T15:15:00Z,PT15M
14,0,248,2023-06-09T15:30:00Z,PT15M
14,0,274,2023-06-09T15:45:00Z,PT15M
14,0,280,2023-06-09T16:00:00Z,PT15M
14,0,292,2023-06-09T16:15:00Z,PT15M
15,0,283,2023-06-09T16:30:00Z,PT15M
15,0,286,2023-06-09T16:45:00Z,PT15M
15,0,289,2023-06-09T17:00:00Z,PT15M
15,0,288,2023-06-09T17:15:00Z,PT15M
16,0,337,2023-06-09T17:30:00Z,PT15M
16,0,367,2023-06-09T17:45:00Z,PT15M
16,0,404,2023-06-09T18:00:00Z,PT15M
16,9,502,2023-06-09T18:15:00Z,PT15M
16,151,615,2023-06-09T18:30:00Z,PT15M
17,153,631,2023-06-09T18:45:00Z,PT15M
17,105,618,2023-06-09T19:00:00Z,PT15M
17,78,613,2023-06-09T19:15:00Z,PT15M
17,161,668,2023-06-09T19:30:00Z,PT15M
17,255,722,2023-06-09T19:45:00Z,PT15M
17,405,798,2023-06-09T20:00:00Z,PT15M
18,537,856,2023-06-09T20:15:00Z,PT15M
18,803,959,2023-06-09T20:30:00Z,PT15M
18,893,987,2023-06-09T20:45:00Z,PT15M
18,888,978,2023-06-09T21:00:00Z,PT15M
18,883,965,2023-06-09T21:15:00Z,PT15M
18,876,949,2023-06-09T21:30:00Z,PT15M
18,871,930,2023-06-09T21:45:00Z,PT15M
18,674,841,2023-06-09T22:00:00Z,PT15M
18,738,840,2023-06-09T22:15:00Z,PT15M
18,602,768,2023-06-09T22:30:00Z,PT15M
18,507,709,2023-06-09T22:45:00Z,PT15M
18,472,669,2023-06-09T23:00:00Z,PT15M
18,428,625,2023-06-09T23:15:00Z,PT15M
18,258,533,2023-06-09T23:30:00Z,PT15M
18,748,651,2023-06-09T23:45:00Z,PT15M
18,786,621,2023-06-10T00:00:00Z,PT15M
18,610,538,2023-06-10T00:15:00Z,PT15M
17,666,510,2023-06-10T00:30:00Z,PT15M
17,553,444,2023-06-10T00:45:00Z,PT15M
17,383,368,2023-06-10T01:00:00Z,PT15M
17,358,325,2023-06-10T01:15:00Z,PT15M
17,392,292,2023-06-10T01:30:00Z,PT15M
17,441,258,2023-06-10T01:45:00Z,PT15M
16,530,229,2023-06-10T02:00:00Z,PT15M
16,469,181,2023-06-10T02:15:00Z,PT15M
15,396,135,2023-06-10T02:30:00Z,PT15M
15,309,92,2023-06-10T02:45:00Z,PT15M
14,161,53,2023-06-10T03:00:00Z,PT15M
14,6,21,2023-06-10T03:15:00Z,PT15M
14,0,2,2023-06-10T03:30:00Z,PT15M
14,0,0,2023-06-10T03:45:00Z,PT15M
13,0,0,2023-06-10T04:00:00Z,PT15M
13,0,0,2023-06-10T04:15:00Z,PT15M
13,0,0,2023-06-10T04:30:00Z,PT15M
13,0,0,2023-06-10T04:45:00Z,PT15M
13,0,0,2023-06-10T05:00:00Z,PT15M
13,0,0,2023-06-10T05:15:00Z,PT15M
13,0,0,2023-06-10T05:30:00Z,PT15M
13,0,0,2023-06-10T05:45:00Z,PT15M
13,0,0,2023-06-10T06:00:00Z,PT15M
13,0,0,2023-06-10T06:15:00Z,PT15M
13,0,0,2023-06-10T06:30:00Z,PT15M
13,0,0,2023-06-10T06:45:00Z,PT15M
13,0,0,2023-06-10T07:00:00Z,PT15M
13,0,0,2023-06-10T07:15:00Z,PT15M
13,0,0,2023-06-10T07:30:00Z,PT15M
13,0,0,2023-06-10T07:45:00Z,PT15M
13,0,0,2023-06-10T08:00:00Z,PT15M
13,0,0,2023-06-10T08:15:00Z,PT15M
12,0,0,2023-06-10T08:30:00Z,PT15M
12,0,0,2023-06-10T08:45:00Z,PT15M
12,0,0,2023-06-10T09:00:00Z,PT15M
12,0,0,2023-06-10T09:15:00Z,PT15M
12,0,0,2023-06-10T09:30:00Z,PT15M
