datetime,SDH.CHW1.CHP3_CT,SDH.CHW2.CHP4_CT,SDH.CHW2.CHP5_CT,SDH.SCHWP1_VFD:CURRENT,SDH.SCHWP2_VFD:CURRENT,SDH.SCHWP1_VFD:POWER,SDH.SCHWP2_VFD:POWER,SDH.CHW1.CWP2_CT,SDH.CHW1.CWP4_CT,SDH.CHW2.CWP5_CT,SDH.CHW2.CWP6_CT,SDH.AH1A.SF_VFD:CURRENT,SDH.AH1B.SF_VFD:CURRENT,SDH.AH2A.RF_VFD:CURRENT,SDH.AH2B.SF_VFD:CURRENT,SDH.AH1A.SF_VFD:POWER,SDH.AH1B.SF_VFD:POWER,SDH.AH2A.RF_VFD:POWER,SDH.AH2B.SF_VFD:POWER
2023-10-31 09:04:25,0.02624797821044922,3.0487489700317383,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.35248565673828,0.01312398910522461,1.2731237411499023,49.29999923706055,49.0,0.0,39.79999923706055,30.60000038146973,30.5,0.0,10.799999237060547
2023-10-31 09:14:25,0.02624797821044922,3.0843734741210938,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.30747985839844,0.01312398910522461,1.2731237411499023,47.89999771118164,48.599998474121094,0.0,38.39999771118164,31.10000038146973,31.19999885559082,0.0,10.699999809265137
2023-10-31 09:24:27,0.02624797821044922,3.0487489700317383,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.30747985839844,0.01312398910522461,1.2787485122680664,49.89999771118164,48.29999923706055,0.0,40.29999923706055,29.899999618530273,30.29999923706055,0.0,10.59999942779541
2023-10-31 09:34:27,0.02624797821044922,3.076873779296875,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.35248565673828,0.01312398910522461,1.2787485122680664,50.19999694824219,48.5,0.0,38.79999923706055,30.19999885559082,30.5,0.0,10.899999618530273
2023-10-31 09:44:27,0.02624797821044922,3.097497940063477,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.41248321533203,0.01312398910522461,1.2787485122680664,48.79999923706055,48.79999923706055,0.0,39.099998474121094,30.5,30.60000038146973,0.0,11.0
2023-10-31 09:54:29,0.02624797821044922,3.058123588562012,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.53248596191406,0.01312398910522461,1.2787485122680664,49.5,49.0,0.0,38.89999771118164,30.10000038146973,29.79999923706055,0.0,11.0
2023-10-31 10:04:29,0.02624797821044922,3.088123321533203,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.59998321533203,0.01312398910522461,1.2787485122680664,49.79999923706055,48.19999694824219,0.0,39.29999923706055,30.899999618530273,30.69999885559082,0.0,10.699999809265137
2023-10-31 10:14:29,0.02624797821044922,3.0562477111816406,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.46498107910156,0.01312398910522461,1.2824974060058594,49.29999923706055,48.89999771118164,0.0,39.69999694824219,31.29999923706055,31.29999923706055,0.0,11.799999237060547
2023-10-31 10:24:30,0.02624797821044922,3.0824975967407227,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.61498260498047,0.01312398910522461,1.2824974060058594,50.69999694824219,48.79999923706055,0.0,40.29999923706055,31.19999885559082,31.29999923706055,0.0,11.59999942779541
2023-10-31 10:34:30,0.02624797821044922,3.0993728637695312,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.644981384277344,0.01312398910522461,1.2881231307983398,49.79999923706055,49.39999771118164,0.0,38.79999923706055,30.69999885559082,30.69999885559082,0.0,11.0
2023-10-31 10:44:30,0.02624797821044922,3.058123588562012,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.57747650146485,0.01312398910522461,1.2862491607666016,49.79999923706055,48.099998474121094,0.0,40.39999771118164,30.399999618530273,31.10000038146973,0.0,11.199999809265137
2023-10-31 10:54:32,0.02624797821044922,3.088123321533203,0.02062368392944336,0.0,11.299999237060547,0.1340000033378601,6.565999984741211,0.011246681213378906,63.2549819946289,0.01312398910522461,1.2918729782104492,48.89999771118164,48.29999923706055,0.0,39.39999771118164,31.10000038146973,31.10000038146973,0.0,11.5
